Keyword,Searches: Feb 2014,Searches: Mar 2014,Searches: Apr 2014,Searches: May 2014,Searches: Jun 2014,Searches: Jul 2014,Searches: Aug 2014,Searches: Sep 2014,Searches: Oct 2014,Searches: Nov 2014,Searches: Dec 2014,Searches: Jan 2015,Searches: Feb 2015,Searches: Mar 2015,Searches: Apr 2015,Searches: May 2015,Searches: Jun 2015,Searches: Jul 2015,Searches: Aug 2015,Searches: Sep 2015,Searches: Oct 2015,Searches: Nov 2015,Searches: Dec 2015,Searches: Jan 2016
KONA GRILL,60500,60500,60500,60500,60500,60500,60500,60500,60500,60500,74000,74000,74000,90500,74000,90500,90500,90500,90500,74000,90500,90500,90500,110000
CITIZENS,49500,49500,49500,49500,49500,49500,49500,49500,49500,49500,49500,49500,49500,49500,49500,49500,49500,49500,49500,49500,49500,49500,49500,49500
PENUMBRA,22200,40500,33100,22200,18100,18100,18100,22200,27100,22200,22200,22200,22200,22200,27100,22200,18100,18100,18100,40500,33100,22200,18100,22200
NEW RELIC,22200,27100,27100,27100,22200,27100,22200,22200,27100,27100,49500,33100,33100,40500,40500,33100,33100,33100,33100,27100,27100,27100,22200,27100
REIS,5400,5400,5400,5400,5400,5400,5400,5400,6600,5400,5400,6600,5400,6600,6600,5400,6600,6600,6600,6600,6600,6600,5400,6600
SUFFOLK,14800,18100,18100,14800,12100,12100,14800,18100,18100,18100,14800,18100,18100,18100,18100,14800,14800,14800,18100,18100,18100,18100,18100,18100
BUILD A BEAR WORKSHOP,33100,33100,27100,22200,27100,40500,33100,22200,22200,60500,60500,40500,33100,33100,33100,27100,40500,49500,40500,27100,27100,49500,74000,49500
GRAHAM,12100,14800,12100,12100,12100,12100,12100,18100,18100,14800,14800,12100,14800,18100,12100,14800,18100,14800,14800,18100,18100,18100,22200,22200
HOOKER FURNITURE,49500,49500,49500,40500,40500,40500,49500,49500,49500,49500,40500,60500,49500,49500,49500,49500,40500,49500,49500,49500,49500,49500,40500,60500
IMMERSION,12100,14800,14800,14800,12100,12100,12100,14800,14800,14800,12100,14800,14800,14800,14800,18100,14800,14800,14800,18100,18100,18100,18100,18100
EHEALTH,22200,40500,22200,14800,12100,9900,9900,9900,12100,14800,18100,18100,18100,9900,12100,12100,12100,12100,12100,9900,14800,27100,33100,27100
HAWKINS,6600,8100,6600,6600,6600,5400,8100,8100,8100,12100,9900,9900,12100,9900,8100,8100,8100,8100,9900,9900,9900,8100,9900,12100
MOBILEIRON,12100,12100,12100,12100,18100,12100,12100,14800,12100,9900,9900,12100,12100,12100,14800,12100,12100,12100,12100,14800,18100,18100,18100,22200
DAILY JOURNAL,33100,33100,33100,33100,33100,33100,33100,33100,33100,33100,27100,33100,33100,33100,33100,33100,27100,33100,33100,33100,33100,33100,33100,33100
QUAD GRAPHICS,22200,22200,27100,22200,27100,27100,22200,27100,27100,22200,27100,33100,27100,27100,27100,27100,27100,27100,33100,27100,27100,33100,27100,27100
STAGE STORES,14800,14800,14800,14800,18100,18100,18100,18100,22200,33100,33100,22200,18100,22200,22200,27100,27100,33100,27100,27100,33100,49500,49500,33100
VSE,5400,5400,4400,3600,1900,2400,2400,3600,6600,6600,5400,3600,3600,4400,4400,4400,2900,2400,2900,2900,3600,2900,3600,3600
ACTUA,390,390,390,390,390,480,480,1900,1000,880,720,880,880,880,880,880,880,880,880,880,880,880,720,880
BANK MUTUAL,27100,27100,27100,27100,27100,27100,27100,27100,27100,27100,27100,27100,27100,27100,27100,27100,27100,27100,27100,27100,27100,27100,27100,33100
LIVEPERSON,18100,18100,27100,18100,14800,14800,9900,18100,22200,22200,14800,12100,18100,18100,22200,14800,12100,9900,8100,14800,18100,14800,9900,8100
BRIGHTCOVE,12100,12100,12100,12100,12100,12100,12100,12100,12100,9900,9900,9900,9900,12100,12100,9900,12100,12100,9900,12100,12100,9900,8100,9900
JAMBA,4400,5400,5400,5400,5400,5400,5400,4400,4400,3600,4400,4400,4400,5400,6600,5400,5400,5400,5400,5400,5400,4400,5400,5400
HOULIHAN LOKEY,12100,12100,9900,9900,9900,9900,12100,14800,14800,12100,9900,12100,12100,12100,12100,9900,12100,14800,22200,18100,18100,14800,9900,14800
HARMONIC,5400,6600,6600,5400,4400,4400,4400,5400,5400,5400,5400,5400,5400,6600,6600,5400,4400,4400,5400,5400,6600,5400,5400,5400
MALIBU BOATS,8100,9900,9900,14800,18100,22200,18100,12100,6600,5400,5400,8100,8100,8100,9900,14800,18100,27100,22200,12100,6600,8100,6600,8100
SEARS HOLDINGS,12100,12100,12100,12100,12100,12100,12100,14800,18100,14800,12100,14800,12100,12100,12100,12100,14800,12100,14800,12100,12100,12100,12100,14800
TITAN MACHINERY,18100,18100,18100,14800,14800,14800,14800,14800,18100,14800,14800,14800,14800,18100,14800,12100,12100,14800,14800,14800,14800,12100,14800,12100
RADNET,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,5400,4400,4400,4400,4400,4400,5400,4400,4400,4400
MANNKIND,8100,14800,33100,14800,33100,27100,27100,14800,12100,9900,8100,12100,18100,14800,9900,14800,14800,9900,9900,8100,9900,9900,8100,18100
CALIX,4400,4400,4400,4400,4400,5400,4400,5400,5400,4400,3600,4400,5400,4400,8100,4400,4400,5400,4400,4400,5400,5400,4400,5400
EXTREME NETWORKS,8100,6600,6600,6600,6600,6600,6600,6600,8100,5400,5400,6600,6600,6600,8100,8100,6600,5400,6600,5400,6600,5400,4400,5400
TUBEMOGUL,5400,8100,8100,6600,6600,18100,9900,9900,9900,9900,8100,8100,9900,9900,9900,8100,9900,9900,9900,8100,9900,8100,6600,8100
HEALTHWAYS,12100,12100,12100,9900,9900,9900,9900,9900,12100,9900,9900,14800,14800,14800,12100,14800,12100,12100,12100,12100,12100,12100,12100,18100
BAZAARVOICE,9900,9900,12100,9900,9900,9900,9900,9900,9900,8100,8100,9900,8100,9900,9900,8100,9900,9900,9900,9900,8100,8100,6600,8100
OPOWER,14800,18100,27100,12100,12100,9900,9900,12100,9900,9900,8100,9900,12100,12100,9900,9900,8100,8100,9900,8100,8100,8100,6600,8100
FAIRPOINT COMMUNICATIONS,12100,14800,12100,14800,14800,22200,22200,27100,33100,33100,33100,27100,22200,14800,9900,9900,12100,12100,12100,18100,18100,9900,9900,12100
NVE,1300,1600,1600,1600,1600,1600,1600,1600,1600,1300,1300,1600,1300,1600,1600,1600,1900,1900,1600,1600,1900,1600,1600,1900
PLUG POWER,27100,110000,60500,40500,18100,22200,18100,12100,12100,14800,9900,12100,12100,9900,8100,8100,6600,8100,8100,8100,8100,9900,6600,6600
DAKTRONICS,9900,12100,9900,9900,9900,9900,9900,12100,9900,9900,8100,9900,18100,12100,9900,9900,9900,8100,9900,9900,9900,9900,8100,9900
CTI BIOPHARMA,0,0,0,40,480,720,1000,1000,1300,1000,1000,1600,1600,2900,1600,1900,2400,1600,1600,1900,1900,1900,1600,1600
ENERNOC,8100,8100,8100,8100,6600,6600,8100,8100,8100,6600,6600,8100,8100,9900,8100,9900,8100,8100,9900,8100,8100,8100,6600,9900
EROS INTERNATIONAL,880,880,720,590,480,720,720,720,590,720,880,720,720,590,590,880,1000,1600,1600,1300,3600,5400,2900,2900
GLU MOBILE,5400,4400,4400,4400,4400,12100,6600,5400,5400,5400,4400,5400,8100,6600,8100,6600,5400,5400,6600,5400,6600,5400,5400,5400
HARTE HANKS,8100,8100,8100,8100,8100,8100,8100,8100,9900,6600,6600,8100,8100,9900,8100,8100,8100,9900,8100,9900,9900,8100,6600,8100
JAKKS PACIFIC,5400,6600,6600,6600,6600,6600,8100,6600,9900,9900,12100,8100,8100,6600,6600,5400,6600,6600,6600,6600,8100,6600,8100,6600
VICOR,4400,5400,4400,4400,4400,4400,4400,4400,5400,4400,4400,6600,6600,6600,5400,5400,5400,5400,4400,5400,4400,4400,4400,4400
PC CONNECTION,9900,12100,12100,9900,9900,9900,9900,9900,12100,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900
MARTEN TRANSPORT,8100,8100,8100,8100,8100,8100,8100,9900,9900,8100,12100,14800,9900,12100,9900,9900,9900,9900,9900,9900,12100,9900,12100,12100
STONERIDGE,4400,4400,4400,5400,5400,5400,5400,4400,5400,5400,5400,5400,5400,5400,5400,5400,6600,6600,6600,6600,5400,6600,6600,6600
FOUNDATION MEDICINE,6600,8100,8100,6600,6600,6600,6600,6600,6600,6600,5400,14800,8100,9900,9900,8100,9900,8100,6600,8100,6600,6600,5400,6600
BOINGO WIRELESS,5400,5400,5400,5400,5400,6600,5400,5400,6600,6600,6600,8100,6600,6600,6600,6600,6600,8100,8100,8100,8100,9900,9900,12100
VERITIV,0,0,0,6600,4400,12100,8100,6600,6600,5400,5400,8100,6600,8100,8100,8100,8100,8100,8100,9900,9900,8100,8100,12100
UNITED ONLINE,1900,1900,1900,1600,1300,1600,1600,1300,1000,1000,1000,1000,1300,1000,1300,1300,1300,1300,1600,1300,1300,1900,1300,1300
MARCUS and MILLICHAP,8100,8100,8100,8100,8100,8100,8100,8100,8100,8100,6600,9900,9900,9900,9900,9900,9900,9900,9900,9900,9900,8100,8100,9900
VECTRUS,10,20,1000,390,390,480,720,4400,6600,4400,5400,6600,5400,6600,6600,6600,5400,6600,6600,6600,6600,5400,5400,6600
HARSCO,3600,4400,4400,3600,3600,3600,3600,3600,4400,3600,3600,3600,3600,4400,3600,2900,3600,3600,3600,2900,2900,3600,2400,2900
TEEKAY,720,1000,880,880,720,720,720,1000,1300,1000,880,1000,880,1000,880,880,880,1000,1300,880,1000,880,2900,1600
BANCORP,8100,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,8100,8100,8100,8100,6600,8100,8100,8100,6600,8100,8100,6600,8100
FRESHPET,2400,3600,3600,2900,2900,2400,2400,5400,3600,6600,8100,6600,6600,8100,9900,6600,5400,8100,9900,8100,8100,8100,6600,9900
TRONOX,2900,2400,3600,3600,2400,2400,2400,2400,2400,2400,1900,2900,6600,3600,4400,3600,4400,4400,4400,4400,5400,3600,3600,4400
ZIX,1300,1300,1600,1600,1600,1600,1300,1600,1600,1300,1300,1600,1600,1600,1600,1300,1600,1300,1600,1600,1600,1600,1600,1600
CHANNELADVISOR,5400,5400,5400,5400,4400,5400,5400,5400,5400,5400,5400,6600,5400,5400,5400,5400,4400,4400,4400,4400,5400,5400,4400,5400
BENEFITFOCUS,5400,8100,6600,6600,6600,8100,8100,8100,6600,6600,5400,6600,8100,6600,6600,6600,6600,6600,8100,8100,8100,8100,6600,8100
IXYS,1900,1900,1600,1900,2900,2900,2400,2400,2400,1900,1900,2400,2400,2400,2400,2400,5400,3600,2900,2400,2900,2400,1900,1900
FLUIDIGM,3600,3600,4400,4400,3600,3600,3600,3600,3600,4400,2900,4400,4400,4400,4400,4400,4400,4400,4400,4400,5400,3600,3600,4400
EVERYDAY HEALTH,8100,12100,9900,8100,8100,8100,6600,8100,6600,6600,5400,6600,6600,8100,6600,6600,6600,5400,5400,6600,6600,5400,4400,6600
TANGOE,3600,4400,4400,3600,3600,3600,3600,4400,4400,3600,3600,4400,3600,4400,4400,4400,4400,4400,4400,3600,4400,3600,3600,4400
LANDAUER,1900,2400,2400,2400,2400,2900,2400,2400,2900,1900,2400,2900,2900,2900,2900,2900,2900,2900,2400,2400,2400,1900,2400,2900
SEQUENOM,5400,5400,5400,5400,5400,5400,5400,5400,5400,3600,4400,5400,4400,5400,5400,5400,5400,5400,5400,5400,5400,4400,3600,5400
COLUMBUS MCKINNON,2900,3600,2900,3600,2900,2900,2900,2900,3600,2900,2400,3600,3600,3600,3600,2900,2900,4400,4400,3600,3600,3600,2900,3600
CENTURY COMMUNITIES,1600,1900,2400,2400,2900,2400,2400,2400,2900,2900,3600,5400,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,6600,8100
LIBBEY,2400,2400,2400,2400,2400,2400,2400,2400,2400,2900,2900,2900,2400,3600,2400,2400,2900,2400,2400,2400,2400,2400,2900,2900
OCWEN FINANCIAL,3600,3600,5400,4400,2900,8100,3600,3600,4400,2900,3600,6600,8100,8100,5400,12100,3600,4400,6600,5400,4400,4400,2400,5400
TREDEGAR,880,1000,1000,880,880,1000,1000,1000,1000,1000,880,880,1000,1300,1000,1000,1600,1600,1600,1000,1000,880,880,1000
PARK STERLING,3600,3600,1900,2900,3600,3600,2900,3600,3600,3600,3600,4400,3600,4400,4400,6600,8100,8100,8100,8100,8100,6600,6600,6600
SCIQUEST,4400,5400,5400,5400,5400,5400,4400,4400,5400,3600,3600,4400,4400,5400,4400,5400,5400,5400,5400,4400,4400,4400,3600,4400
TELENAV,5400,6600,5400,5400,5400,5400,5400,4400,4400,4400,4400,4400,3600,4400,3600,3600,3600,4400,4400,4400,4400,3600,3600,3600
INTERNAP,4400,4400,4400,4400,3600,4400,4400,4400,4400,2900,3600,3600,4400,4400,4400,4400,4400,3600,3600,4400,4400,3600,2900,3600
SPARK THERAPEUTICS,880,1000,880,1900,1300,1600,1300,1600,1300,1600,2900,9900,5400,5400,4400,5400,3600,4400,4400,4400,9900,3600,3600,4400
STONEGATE BANK,1900,1900,2400,3600,2900,3600,3600,3600,3600,2900,2900,3600,2900,3600,5400,6600,5400,6600,5400,5400,5400,6600,6600,5400
PTC THERAPEUTICS,1900,1900,1600,2900,2400,1900,2400,2900,2900,2400,2400,3600,4400,3600,3600,3600,2900,3600,4400,4400,6600,3600,2400,3600
ANGIODYNAMICS,3600,4400,4400,3600,4400,4400,3600,4400,4400,3600,2900,4400,4400,4400,4400,3600,3600,4400,4400,3600,4400,3600,2900,4400
DIGIMARC,2400,2400,2400,2400,2400,2400,1900,2400,2400,1900,1900,2400,1900,2400,2400,2400,3600,2900,2900,2400,2900,2400,1900,3600
OVASCIENCE,1600,1600,1600,1600,1600,1300,1300,1900,1900,1900,3600,3600,2900,4400,4400,4400,4400,2900,2900,3600,2900,2900,1900,2900
TRINSEO,210,480,320,390,2400,720,480,480,720,480,390,720,1300,1300,1600,1600,1300,1300,1600,1600,1600,1600,1300,1600
GP STRATEGIES,2900,2900,2900,2900,2900,2900,2900,2900,2900,2400,2400,2900,2900,2900,2900,2900,2900,2900,2900,2400,2900,2400,2400,2900
EXAR,1600,1300,1900,1600,1600,1600,1600,1300,1900,1300,1300,1300,1300,1300,1600,1900,1900,1900,1600,1300,1900,1000,1000,1300
ADVAXIS,1300,2400,1600,1900,1900,2400,2400,1900,1900,1900,3600,5400,3600,2900,6600,3600,3600,2900,2900,3600,4400,2900,3600,2400
EXCO RESOURCES,5400,4400,4400,3600,3600,4400,4400,4400,6600,3600,4400,5400,4400,4400,4400,3600,3600,5400,5400,3600,5400,4400,2900,3600
DUCOMMUN,2900,2900,3600,4400,2900,2900,4400,2900,3600,2900,2400,4400,4400,3600,2900,2900,8100,3600,2900,3600,3600,2900,3600,3600
MODEL N,2400,2400,2400,2900,2400,2400,2400,2400,2400,2400,1900,2400,2900,2900,2900,2900,2900,2900,2900,2900,2900,2900,2400,2900
EMCORE,2400,2400,2400,3600,2900,2400,2400,3600,2900,2400,2900,2400,1900,2400,2400,2400,2400,2400,2400,2400,2400,1900,1900,1900
AGENUS,2900,2900,2400,1900,1900,3600,1600,1900,2400,1600,2400,6600,2900,2900,4400,4400,4400,4400,2900,3600,3600,3600,2900,3600
TTM TECHNOLOGIES,1900,2400,2400,2400,2400,2400,2400,4400,3600,2900,2900,3600,3600,4400,3600,3600,4400,3600,3600,4400,4400,3600,3600,4400
AVID TECHNOLOGY,2900,2900,2900,2900,2400,2400,2400,2900,2900,2400,2400,2400,2400,3600,2900,2400,2900,3600,2900,2900,2400,2400,2400,2900
DIGI INTERNATIONAL,2400,2400,2400,2400,2400,2400,1900,2400,2400,1900,1900,2400,2400,2400,2400,2400,1900,1900,1900,2400,2400,1900,1900,2400
YRC WORLDWIDE,8100,6600,5400,5400,6600,6600,5400,5400,5400,4400,4400,5400,5400,5400,5400,4400,3600,2900,3600,3600,3600,2900,2900,2900
CHIMERIX,1300,40500,3600,2900,1900,1900,1600,2900,27100,3600,2900,3600,2900,2900,2900,2400,2900,2400,2900,2900,2900,2400,9900,5400
WILLIAM LYON HOMES,3600,4400,3600,3600,4400,3600,3600,3600,3600,3600,2900,3600,3600,4400,4400,4400,4400,4400,4400,4400,4400,3600,3600,4400
CURIS,1600,1600,1300,1300,1600,1600,1600,1300,1300,1000,1300,1900,2900,1600,1600,1600,1600,1600,1300,1300,1600,1300,1300,1900
MILLER INDUSTRIES,2900,2900,3600,2900,2400,2900,2400,2900,2900,2900,2900,3600,2900,3600,3600,2900,2900,2900,3600,2900,3600,3600,3600,4400
INNERWORKINGS,2900,2900,2900,2400,2400,2900,2400,2400,2900,2400,1900,2900,2900,2400,2400,2400,2400,2400,2400,2400,2900,2400,2900,4400
WORLD ACCEPTANCE,1900,2900,2400,2400,2400,2900,2900,2900,2900,2400,3600,2900,2900,2900,2900,2900,3600,4400,5400,4400,4400,4400,5400,4400
PFSWEB,1600,1900,1900,1900,2400,1900,1900,2900,2900,2400,1900,1900,2400,2900,2900,2900,2900,2900,3600,2900,2900,2900,2900,2900
BANKFINANCIAL,4400,4400,4400,4400,3600,4400,4400,4400,4400,3600,4400,4400,4400,4400,4400,3600,4400,4400,4400,3600,4400,3600,4400,4400
CUTERA,2400,2400,2400,1900,1900,1900,1900,1900,1900,1900,1600,1900,1900,2400,1900,1900,1900,1900,1900,1900,1900,1900,1900,2400
SPECTRUM PHARMACEUTICALS,2900,2900,2900,2900,2400,3600,2900,2900,2900,2400,2400,2900,3600,3600,2900,3600,2900,2400,2400,2400,3600,2900,1900,2400
POWELL INDUSTRIES,2900,2900,2900,2900,2900,2400,2400,2900,2900,2400,3600,3600,3600,2900,2900,2900,3600,3600,3600,3600,2900,2400,2400,3600
TRIBUNE PUBLISHING,170,480,480,590,720,1300,3600,1900,2400,2400,1600,1900,1900,2400,2400,3600,2400,2400,2900,5400,5400,6600,4400,3600
NEOGENOMICS,2900,2900,2900,2400,2400,3600,2900,2900,2900,2400,2400,2900,2900,2900,2900,2900,2900,3600,2900,3600,6600,3600,3600,4400
CRYOLIFE,3600,2900,2900,2900,2900,4400,2900,3600,3600,2900,2900,2900,2900,2900,3600,2900,2900,2900,2900,2900,2900,1900,2400,2900
CLEARFIELD,1900,1900,1900,1900,1900,1900,1900,1900,2400,1900,1900,2400,2400,2400,2400,2400,2400,2400,2900,2400,2900,2400,2400,2900
ZOGENIX,8100,14800,8100,5400,5400,4400,4400,3600,4400,3600,2900,4400,4400,5400,3600,2900,2400,4400,2400,1900,1900,1600,1300,1600
ARRAY BIOPHARMA,1900,1900,1900,1900,1900,2400,1900,1900,1900,1600,2400,3600,2900,2900,2400,2900,2900,2400,2400,2900,2400,2900,3600,2900
DXP ENTERPRISES,2900,2900,2900,4400,3600,4400,3600,3600,3600,2900,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,2900,2400,3600
EXACTECH,2400,2900,2900,2400,2400,2400,2400,2400,2900,2400,1900,2400,2400,2900,2900,2400,2400,2400,1900,2400,2400,1900,1900,2900
INTL FCSTONE,2400,1900,2400,2400,1900,1900,1600,1600,1900,1900,1600,1900,1900,2400,2400,1900,2400,2400,1900,1900,2400,1900,1900,2400
CULP,1300,1300,1300,1300,1300,1300,1600,1900,1900,1600,1300,1600,1600,1600,1600,1600,1300,1300,1600,1900,2400,1900,1600,1900
AGILYSYS,2400,2400,2400,1900,2400,2400,1900,2400,2400,1900,1900,2400,2400,2900,2900,2400,2400,2400,2400,2400,2400,1900,1900,2400
RIGNET,1900,1900,1900,1900,1900,1900,2400,1900,2400,1900,1900,2400,1900,1900,1900,1600,1900,1900,1600,1600,1600,1600,1600,1900
ERA GROUP,320,480,390,390,390,320,390,480,390,480,390,480,480,590,480,480,480,480,590,480,480,480,390,390
SENOMYX,2400,3600,3600,1900,1900,1600,1600,1900,1600,1300,880,1300,1600,1900,3600,1900,1600,3600,3600,2400,1900,1600,1300,1600
HINGHAM INSTITUTION FOR SAVINGS,2900,2900,2900,2900,3600,3600,4400,3600,3600,3600,4400,4400,3600,3600,2900,3600,3600,3600,3600,2900,3600,2900,3600,3600
ALMOST FAMILY,2400,2900,2900,2900,2900,2900,2900,2900,2900,2400,2900,2900,3600,3600,2900,2900,3600,2900,2900,2900,2900,3600,3600,3600
XO GROUP,2900,3600,3600,2900,2900,2900,2900,2900,3600,2400,2900,4400,2900,3600,2900,2900,2900,2400,2400,2900,2900,2900,2400,2900
INFINITY PHARMACEUTICALS,2400,2900,1900,1900,1900,2400,1900,4400,2900,2400,2400,3600,2900,3600,2900,2400,2900,2400,2400,2400,2900,2400,1900,2900
LSI INDUSTRIES,2400,2400,2400,2400,1900,1900,2400,2400,2900,2400,1900,2400,2400,2900,2900,2400,2900,2900,2900,2900,2900,2900,2400,3600
TROVAGENE,880,1300,1000,1000,1000,1300,1900,1300,1000,880,720,1600,1600,1900,2400,3600,2900,2900,2900,2400,2400,2400,1900,3600
MONSTER WORLDWIDE,1900,1600,1300,1900,1300,1300,1600,1300,1900,1900,1300,1600,2400,1600,1600,1300,1300,1600,1300,1300,1600,1300,1000,1600
TIMKENSTEEL,0,0,0,0,1000,1600,880,1000,1300,1000,1000,2900,3600,2900,2900,1900,1900,2400,2400,2900,3600,2400,2400,5400
EZCORP,3600,3600,4400,3600,3600,5400,3600,4400,3600,2400,1900,2400,2400,2400,2400,2400,1900,3600,2900,2400,1900,1900,2400,2400
SANCHEZ ENERGY,2900,2400,2400,4400,3600,2400,2900,2400,2900,2900,4400,5400,3600,3600,2400,2400,1900,2400,2900,2400,2400,1900,1900,3600
L B FOSTER,1900,1900,1900,1900,1900,1900,1900,1900,2400,1900,1900,2400,1900,2900,2400,1900,2400,2400,2400,2400,2400,1900,1900,1900
KIMBALL ELECTRONICS,1000,1000,1000,880,1000,1000,1000,1000,1300,1900,1300,1600,1600,1600,1600,1900,1600,1600,1600,1900,1600,1600,1300,1600
